  person  gender  situation  response   
    504       1          1         1       
    504       1          2         0       
    504       1          3         1       
    505       1          1         1       
    505       1          2         0       
    505       1          3         1       
    506       1          1         1       
    506       1          2         0       
    506       1          3         1       
    507       1          1         1       
    507       1          2         0       
    507       1          3         1       
    508       1          1         1       
    508       1          2         0       
    508       1          3         1       
    509       1          1         1       
    509       1          2         0       
    509       1          3         1       
    510       1          1         1       
    510       1          2         0       
    510       1          3         1       
    511       1          1         1       
    511       1          2         0       
    511       1          3         1       
    512       1          1         1       
    512       1          2         0       
    512       1          3         0       
    513       1          1         1       
    513       1          2         0       
    513       1          3         0       
    514       1          1         1       
    514       1          2         0       
    514       1          3         0       
    515       1          1         1       
    515       1          2         0       
    515       1          3         0       
    516       1          1         1       
    516       1          2         0       
    516       1          3         0       
    517       1          1         1       
    517       1          2         0       
    517       1          3         0       
    518       1          1         1       
    518       1          2         0       
    518       1          3         0       
    519       1          1         1       
    519       1          2         0       
    519       1          3         0       
    520       1          1         1       
    520       1          2         0       
    520       1          3         0       
    521       1          1         1       
    521       1          2         0       
    521       1          3         0       
    522       1          1         1       
    522       1          2         0       
    522       1          3         0       
    523       1          1         1       
    523       1          2         0       
    523       1          3         0       
    524       1          1         1       
    524       1          2         0       
    524       1          3         0       
    525       1          1         1       
    525       1          2         0       
    525       1          3         0       
    526       1          1         1       
    526       1          2         0       
    526       1          3         0       
    527       1          1         1       
    527       1          2         0       
    527       1          3         0       
    528       1          1         1       
    528       1          2         0       
    528       1          3         0       
    529       1          1         1       
    529       1          2         0       
    529       1          3         0       
    530       1          1         1       
    530       1          2         0       
    530       1          3         0       
    531       1          1         1       
    531       1          2         0       
    531       1          3         0       
    532       1          1         1       
    532       1          2         0       
    532       1          3         0       
    533       1          1         1       
    533       1          2         0       
    533       1          3         0       
    534       1          1         1       
    534       1          2         0       
    534       1          3         0       
    535       1          1         1       
    535       1          2         0       
    535       1          3         0       
    536       1          1         1       
    536       1          2         0       
    536       1          3         0       
    537       1          1         1       
    537       1          2         0       
    537       1          3         0       
    538       1          1         1       
    538       1          2         0       
    538       1          3         0       
    539       1          1         1       
    539       1          2         0       
    539       1          3         0       
    540       1          1         1       
    540       1          2         0       
    540       1          3         0       
    541       1          1         1       
    541       1          2         0       
    541       1          3         0       
    542       1          1         1       
    542       1          2         0       
    542       1          3         0       
    543       1          1         1       
    543       1          2         0       
    543       1          3         0       
    544       1          1         1       
    544       1          2         0       
    544       1          3         0       
    545       1          1         1       
    545       1          2         0       
    545       1          3         0       
    546       1          1         1       
    546       1          2         0       
    546       1          3         0       
    547       1          1         1       
    547       1          2         0       
    547       1          3         0       
    548       1          1         1       
    548       1          2         0       
    548       1          3         0       
    549       1          1         1       
    549       1          2         0       
    549       1          3         0       
    550       1          1         1       
    550       1          2         0       
    550       1          3         0       
    551       1          1         1       
    551       1          2         0       
    551       1          3         0       
    552       1          1         1       
    552       1          2         0       
    552       1          3         0       
    553       1          1         1       
    553       1          2         0       
    553       1          3         0       
    554       1          1         1       
    554       1          2         0       
    554       1          3         0       
    555       1          1         1       
    555       1          2         0       
    555       1          3         0       
    556       1          1         1       
    556       1          2         0       
    556       1          3         0       
    557       1          1         1       
    557       1          2         0       
    557       1          3         0       
    558       1          1         1       
    558       1          2         0       
    558       1          3         0       
    559       1          1         0       
    559       1          2         0       
    559       1          3         1       
    560       1          1         0       
    560       1          2         0       
    560       1          3         1       
    561       1          1         0       
    561       1          2         0       
    561       1          3         1       
    562       1          1         0       
    562       1          2         0       
    562       1          3         1       
    563       1          1         0       
    563       1          2         0       
    563       1          3         1       
    564       1          1         0       
    564       1          2         0       
    564       1          3         1       
    565       1          1         0       
    565       1          2         0       
    565       1          3         1       
    566       1          1         0       
    566       1          2         0       
    566       1          3         1       
    567       1          1         0       
    567       1          2         0       
    567       1          3         1       
    568       1          1         0       
    568       1          2         0       
    568       1          3         1       
    569       1          1         0       
    569       1          2         0       
    569       1          3         1       
    570       1          1         0       
    570       1          2         0       
    570       1          3         1       
    571       1          1         0       
    571       1          2         0       
    571       1          3         1       
    572       1          1         0       
    572       1          2         0       
    572       1          3         1       
    573       1          1         0       
    573       1          2         0       
    573       1          3         1       
    574       1          1         0       
    574       1          2         0       
    574       1          3         1       
    575       1          1         0       
    575       1          2         0       
    575       1          3         1       
    576       1          1         0       
    576       1          2         0       
    576       1          3         1       
    577       1          1         0       
    577       1          2         0       
    577       1          3         1       
    578       1          1         0       
    578       1          2         0       
    578       1          3         1       
    579       1          1         0       
    579       1          2         0       
    579       1          3         1       
    580       1          1         0       
    580       1          2         0       
    580       1          3         1       
    581       1          1         0       
    581       1          2         0       
    581       1          3         0       
    582       1          1         0       
    582       1          2         0       
    582       1          3         0       
    583       1          1         0       
    583       1          2         0       
    583       1          3         0       
    584       1          1         0       
    584       1          2         0       
    584       1          3         0       
    585       1          1         0       
    585       1          2         0       
    585       1          3         0       
    586       1          1         0       
    586       1          2         0       
    586       1          3         0       
    587       1          1         0       
    587       1          2         0       
    587       1          3         0       
    588       1          1         0       
    588       1          2         0       
    588       1          3         0       
    589       1          1         0       
    589       1          2         0       
    589       1          3         0       
    590       1          1         0       
    590       1          2         0       
    590       1          3         0       
    591       1          1         0       
    591       1          2         0       
    591       1          3         0       
    592       1          1         0       
    592       1          2         0       
    592       1          3         0       
    593       1          1         0       
    593       1          2         0       
    593       1          3         0       
    594       1          1         0       
    594       1          2         0       
    594       1          3         0       
    595       1          1         0       
    595       1          2         0       
    595       1          3         0       
    596       1          1         0       
    596       1          2         0       
    596       1          3         0       
    597       1          1         0       
    597       1          2         0       
    597       1          3         0       
    598       1          1         0       
    598       1          2         0       
    598       1          3         0       
    599       1          1         0       
    599       1          2         0       
    599       1          3         0       
    600       1          1         0       
    600       1          2         0       
    600       1          3         0       
    601       1          1         0       
    601       1          2         0       
    601       1          3         0       
    602       1          1         0       
    602       1          2         0       
    602       1          3         0       
    603       1          1         0       
    603       1          2         0       
    603       1          3         0       
    604       1          1         0       
    604       1          2         0       
    604       1          3         0       
    605       1          1         0       
    605       1          2         0       
    605       1          3         0       
    606       1          1         0       
    606       1          2         0       
    606       1          3         0       
    607       1          1         0       
    607       1          2         0       
    607       1          3         0       
    608       1          1         0       
    608       1          2         0       
    608       1          3         0       
    609       1          1         0       
    609       1          2         0       
    609       1          3         0       
    610       1          1         0       
    610       1          2         0       
    610       1          3         0       
    611       1          1         0       
    611       1          2         0       
    611       1          3         0       
    612       1          1         0       
    612       1          2         0       
    612       1          3         0       
    613       1          1         0       
    613       1          2         0       
    613       1          3         0       
    614       1          1         0       
    614       1          2         0       
    614       1          3         0       
    615       1          1         0       
    615       1          2         0       
    615       1          3         0       
    616       1          1         0       
    616       1          2         0       
    616       1          3         0       
    617       1          1         0       
    617       1          2         0       
    617       1          3         0       
    618       1          1         0       
    618       1          2         0       
    618       1          3         0       
    619       1          1         0       
    619       1          2         0       
    619       1          3         0       
    620       1          1         0       
    620       1          2         0       
    620       1          3         0       
    621       1          1         0       
    621       1          2         0       
    621       1          3         0       
    622       1          1         0       
    622       1          2         0       
    622       1          3         0       
    623       1          1         0       
    623       1          2         0       
    623       1          3         0       
    624       1          1         0       
    624       1          2         0       
    624       1          3         0       
    625       1          1         0       
    625       1          2         0       
    625       1          3         0       
    626       1          1         0       
    626       1          2         0       
    626       1          3         0       
    627       1          1         0       
    627       1          2         0       
    627       1          3         0       
    628       1          1         0       
    628       1          2         0       
    628       1          3         0       
    629       1          1         0       
    629       1          2         0       
    629       1          3         0       
    630       1          1         0       
    630       1          2         0       
    630       1          3         0       
    631       1          1         0       
    631       1          2         0       
    631       1          3         0       
    632       1          1         0       
    632       1          2         0       
    632       1          3         0       
    633       1          1         0       
    633       1          2         0       
    633       1          3         0       
    634       1          1         0       
    634       1          2         0       
    634       1          3         0       
    635       1          1         0       
    635       1          2         0       
    635       1          3         0       
    636       1          1         0       
    636       1          2         0       
    636       1          3         0       
    637       1          1         0       
    637       1          2         0       
    637       1          3         0       
    638       1          1         0       
    638       1          2         0       
    638       1          3         0       
    639       1          1         0       
    639       1          2         0       
    639       1          3         0       
    640       1          1         0       
    640       1          2         0       
    640       1          3         0       
    641       1          1         0       
    641       1          2         0       
    641       1          3         0       
    642       1          1         0       
    642       1          2         0       
    642       1          3         0       
    643       1          1         0       
    643       1          2         0       
    643       1          3         0       
    644       1          1         0       
    644       1          2         0       
    644       1          3         0       
    645       1          1         0       
    645       1          2         0       
    645       1          3         0       
    646       1          1         0       
    646       1          2         0       
    646       1          3         0       
    647       1          1         0       
    647       1          2         0       
    647       1          3         0       
    648       1          1         0       
    648       1          2         0       
    648       1          3         0       
    649       1          1         0       
    649       1          2         0       
    649       1          3         0       
    650       1          1         0       
    650       1          2         0       
    650       1          3         0       
    651       1          1         0       
    651       1          2         0       
    651       1          3         0       
    652       1          1         0       
    652       1          2         0       
    652       1          3         0       
    653       1          1         0       
    653       1          2         0       
    653       1          3         0       
    654       1          1         0       
    654       1          2         0       
    654       1          3         0       
    655       1          1         0       
    655       1          2         0       
    655       1          3         0       
    656       1          1         0       
    656       1          2         0       
    656       1          3         0       
    657       1          1         0       
    657       1          2         0       
    657       1          3         0       
    658       1          1         0       
    658       1          2         0       
    658       1          3         0       
    659       1          1         0       
    659       1          2         0       
    659       1          3         0       
    660       1          1         0       
    660       1          2         0       
    660       1          3         0       
    661       1          1         0       
    661       1          2         0       
    661       1          3         0       
    662       1          1         0       
    662       1          2         0       
    662       1          3         0       
    663       1          1         0       
    663       1          2         0       
    663       1          3         0       
    664       1          1         0       
    664       1          2         0       
    664       1          3         0       
    665       1          1         0       
    665       1          2         0       
    665       1          3         0       
    666       1          1         0       
    666       1          2         0       
    666       1          3         0       
    667       1          1         0       
    667       1          2         0       
    667       1          3         0       
    668       1          1         0       
    668       1          2         0       
    668       1          3         0       
    669       1          1         0       
    669       1          2         0       
    669       1          3         0       
    670       1          1         0       
    670       1          2         0       
    670       1          3         0       
    671       1          1         0       
    671       1          2         0       
    671       1          3         0       
    672       1          1         0       
    672       1          2         0       
    672       1          3         0       
    673       1          1         0       
    673       1          2         0       
    673       1          3         0       
    674       1          1         0       
    674       1          2         0       
    674       1          3         0       
    675       1          1         0       
    675       1          2         0       
    675       1          3         0       
    676       1          1         0       
    676       1          2         0       
    676       1          3         0       
    677       1          1         0       
    677       1          2         0       
    677       1          3         0       
    678       1          1         0       
    678       1          2         0       
    678       1          3         0       
    679       1          1         0       
    679       1          2         0       
    679       1          3         0       
    680       1          1         0       
    680       1          2         0       
    680       1          3         0       
    681       1          1         0       
    681       1          2         0       
    681       1          3         0       
    682       1          1         0       
    682       1          2         0       
    682       1          3         0       
    683       1          1         0       
    683       1          2         0       
    683       1          3         0       
    684       1          1         0       
    684       1          2         0       
    684       1          3         0       
    685       1          1         0       
    685       1          2         0       
    685       1          3         0       
    686       1          1         0       
    686       1          2         0       
    686       1          3         0       
    687       1          1         0       
    687       1          2         0       
    687       1          3         0       
    688       1          1         0       
    688       1          2         0       
    688       1          3         0       
    689       1          1         0       
    689       1          2         0       
    689       1          3         0       
    690       1          1         0       
    690       1          2         0       
    690       1          3         0       
    691       1          1         0       
    691       1          2         0       
    691       1          3         0       
    692       1          1         0       
    692       1          2         0       
    692       1          3         0       
    693       1          1         0       
    693       1          2         0       
    693       1          3         0       
    694       1          1         0       
    694       1          2         0       
    694       1          3         0       
    695       1          1         0       
    695       1          2         0       
    695       1          3         0       
    696       1          1         0       
    696       1          2         0       
    696       1          3         0       
    697       1          1         0       
    697       1          2         0       
    697       1          3         0       
    698       1          1         0       
    698       1          2         0       
    698       1          3         0       
    699       1          1         0       
    699       1          2         0       
    699       1          3         0       
    700       1          1         0       
    700       1          2         0       
    700       1          3         0       
    701       1          1         0       
    701       1          2         0       
    701       1          3         0       
    702       1          1         0       
    702       1          2         0       
    702       1          3         0       
    703       1          1         0       
    703       1          2         0       
    703       1          3         0       
    704       1          1         0       
    704       1          2         0       
    704       1          3         0       
    705       1          1         0       
    705       1          2         0       
    705       1          3         0       
    706       1          1         0       
    706       1          2         0       
    706       1          3         0       
    707       1          1         0       
    707       1          2         0       
    707       1          3         0       
    708       1          1         0       
    708       1          2         0       
    708       1          3         0       
    709       1          1         0       
    709       1          2         0       
    709       1          3         0       
    710       1          1         0       
    710       1          2         0       
    710       1          3         0       
    711       1          1         0       
    711       1          2         0       
    711       1          3         0       
    712       1          1         0       
    712       1          2         0       
    712       1          3         0       
    713       1          1         0       
    713       1          2         0       
    713       1          3         0       
    714       1          1         0       
    714       1          2         0       
    714       1          3         0       
    715       1          1         0       
    715       1          2         0       
    715       1          3         0       
    716       1          1         0       
    716       1          2         0       
    716       1          3         0       
    717       1          1         0       
    717       1          2         0       
    717       1          3         0       
    718       1          1         0       
    718       1          2         0       
    718       1          3         0       
    719       1          1         0       
    719       1          2         0       
    719       1          3         0       
    720       1          1         0       
    720       1          2         0       
    720       1          3         0       
    721       1          1         0       
    721       1          2         0       
    721       1          3         0       
    722       1          1         0       
    722       1          2         0       
    722       1          3         0       
    723       1          1         0       
    723       1          2         0       
    723       1          3         0       
    724       1          1         0       
    724       1          2         0       
    724       1          3         0       
    725       1          1         0       
    725       1          2         0       
    725       1          3         0       
    726       1          1         0       
    726       1          2         0       
    726       1          3         0       
    727       1          1         0       
    727       1          2         0       
    727       1          3         0       
    728       1          1         0       
    728       1          2         0       
    728       1          3         0       
    729       1          1         0       
    729       1          2         0       
    729       1          3         0       
    730       1          1         0       
    730       1          2         0       
    730       1          3         0       
    731       1          1         0       
    731       1          2         0       
    731       1          3         0       
    732       1          1         0       
    732       1          2         0       
    732       1          3         0       
    733       1          1         0       
    733       1          2         0       
    733       1          3         0       
    734       1          1         0       
    734       1          2         0       
    734       1          3         0       
    735       1          1         0       
    735       1          2         0       
    735       1          3         0       
    736       1          1         0       
    736       1          2         0       
    736       1          3         0       
    737       1          1         0       
    737       1          2         0       
    737       1          3         0       
    738       1          1         0       
    738       1          2         0       
    738       1          3         0       
    739       1          1         0       
    739       1          2         0       
    739       1          3         0       
    740       1          1         0       
    740       1          2         0       
    740       1          3         0       
    741       1          1         0       
    741       1          2         0       
    741       1          3         0       
    742       1          1         0       
    742       1          2         0       
    742       1          3         0       
    743       1          1         0       
    743       1          2         0       
    743       1          3         0       
    744       1          1         0       
    744       1          2         0       
    744       1          3         0       
    745       1          1         0       
    745       1          2         0       
    745       1          3         0       
    746       1          1         0       
    746       1          2         0       
    746       1          3         0       
    747       1          1         0       
    747       1          2         0       
    747       1          3         0       
    748       1          1         0       
    748       1          2         0       
    748       1          3         0       
    749       1          1         0       
    749       1          2         0       
    749       1          3         0       
    750       1          1         0       
    750       1          2         0       
    750       1          3         0       
    751       1          1         0       
    751       1          2         0       
    751       1          3         0       
    752       1          1         0       
    752       1          2         0       
    752       1          3         0       
    753       1          1         0       
    753       1          2         0       
    753       1          3         0       
    754       1          1         0       
    754       1          2         0       
    754       1          3         0       
    755       1          1         0       
    755       1          2         0       
    755       1          3         0       
    756       1          1         0       
    756       1          2         0       
    756       1          3         0       
    757       1          1         0       
    757       1          2         0       
    757       1          3         0       
    758       1          1         0       
    758       1          2         0       
    758       1          3         0       
    759       1          1         0       
    759       1          2         0       
    759       1          3         0       
    760       1          1         0       
    760       1          2         0       
    760       1          3         0       
    761       1          1         0       
    761       1          2         0       
    761       1          3         0       
    762       1          1         0       
    762       1          2         0       
    762       1          3         0       
    763       1          1         0       
    763       1          2         0       
    763       1          3         0       
    764       1          1         0       
    764       1          2         0       
    764       1          3         0       
    765       1          1         0       
    765       1          2         0       
    765       1          3         0       
    766       1          1         0       
    766       1          2         0       
    766       1          3         0       
    767       1          1         0       
    767       1          2         0       
    767       1          3         0       
    768       1          1         0       
    768       1          2         0       
    768       1          3         0       
    769       1          1         0       
    769       1          2         0       
    769       1          3         0       
    770       1          1         0       
    770       1          2         0       
    770       1          3         0       
    771       1          1         0       
    771       1          2         0       
    771       1          3         0       
    772       1          1         0       
    772       1          2         0       
    772       1          3         0       
    773       1          1         0       
    773       1          2         0       
    773       1          3         0       
    774       1          1         0       
    774       1          2         0       
    774       1          3         0       
    775       1          1         0       
    775       1          2         0       
    775       1          3         0       
    776       1          1         0       
    776       1          2         0       
    776       1          3         0       
    777       1          1         0       
    777       1          2         0       
    777       1          3         0       
    778       1          1         0       
    778       1          2         0       
    778       1          3         0       
    779       1          1         0       
    779       1          2         0       
    779       1          3         0       
    780       1          1         0       
    780       1          2         0       
    780       1          3         0       
    781       1          1         0       
    781       1          2         0       
    781       1          3         0       
    782       1          1         0       
    782       1          2         0       
    782       1          3         0       
    783       1          1         0       
    783       1          2         0       
    783       1          3         0       
    784       1          1         0       
    784       1          2         0       
    784       1          3         0       
    785       1          1         0       
    785       1          2         0       
    785       1          3         0       
    786       1          1         0       
    786       1          2         0       
    786       1          3         0       
    787       1          1         0       
    787       1          2         0       
    787       1          3         0       
    788       1          1         0       
    788       1          2         0       
    788       1          3         0       
    789       1          1         0       
    789       1          2         0       
    789       1          3         0       
    790       1          1         0       
    790       1          2         0       
    790       1          3         0       
    791       1          1         0       
    791       1          2         0       
    791       1          3         0       
    792       1          1         0       
    792       1          2         0       
    792       1          3         0       
    793       1          1         0       
    793       1          2         0       
    793       1          3         0       
    794       1          1         0       
    794       1          2         0       
    794       1          3         0       
    795       1          1         0       
    795       1          2         0       
    795       1          3         0       
    796       1          1         0       
    796       1          2         0       
    796       1          3         0       
    797       1          1         0       
    797       1          2         0       
    797       1          3         0       
    798       1          1         0       
    798       1          2         0       
    798       1          3         0       
    799       1          1         0       
    799       1          2         0       
    799       1          3         0       
    800       1          1         0       
    800       1          2         0       
    800       1          3         0       
    801       1          1         0       
    801       1          2         0       
    801       1          3         0       
    802       1          1         0       
    802       1          2         0       
    802       1          3         0       
    803       1          1         0       
    803       1          2         0       
    803       1          3         0       
    804       1          1         0       
    804       1          2         0       
    804       1          3         0       
    805       1          1         0       
    805       1          2         0       
    805       1          3         0       
    806       1          1         0       
    806       1          2         0       
    806       1          3         0       
    807       1          1         0       
    807       1          2         0       
    807       1          3         0       
    808       1          1         0       
    808       1          2         0       
    808       1          3         0       
    809       1          1         0       
    809       1          2         0       
    809       1          3         0       
    810       1          1         0       
    810       1          2         0       
    810       1          3         0       
    811       1          1         0       
    811       1          2         0       
    811       1          3         0       
    812       1          1         0       
    812       1          2         0       
    812       1          3         0       
    813       1          1         0       
    813       1          2         0       
    813       1          3         0       
    814       1          1         0       
    814       1          2         0       
    814       1          3         0       
    815       1          1         0       
    815       1          2         0       
    815       1          3         0       
    816       1          1         0       
    816       1          2         0       
    816       1          3         0       
    817       1          1         0       
    817       1          2         0       
    817       1          3         0       
    818       1          1         0       
    818       1          2         0       
    818       1          3         0       
    819       1          1         0       
    819       1          2         0       
    819       1          3         0       
    820       1          1         0       
    820       1          2         0       
    820       1          3         0       
    821       1          1         0       
    821       1          2         0       
    821       1          3         0       
    822       1          1         0       
    822       1          2         0       
    822       1          3         0       
    823       1          1         0       
    823       1          2         0       
    823       1          3         0       
    824       1          1         0       
    824       1          2         0       
    824       1          3         0       
    825       1          1         0       
    825       1          2         0       
    825       1          3         0       
    826       1          1         0       
    826       1          2         0       
    826       1          3         0       
    827       1          1         0       
    827       1          2         0       
    827       1          3         0       
    828       1          1         0       
    828       1          2         0       
    828       1          3         0       
    829       1          1         0       
    829       1          2         0       
    829       1          3         0       
    830       1          1         0       
    830       1          2         0       
    830       1          3         0       
    831       1          1         0       
    831       1          2         0       
    831       1          3         0       
    832       1          1         0       
    832       1          2         0       
    832       1          3         0       
    833       1          1         0       
    833       1          2         0       
    833       1          3         0       
    834       1          1         0       
    834       1          2         0       
    834       1          3         0       
    835       1          1         0       
    835       1          2         0       
    835       1          3         0       
    836       1          1         0       
    836       1          2         0       
    836       1          3         0       
    837       1          1         0       
