  y  Year  Fcolor  Fsurf   FCW   AMCW  AMcolor  AMsurf 
  0  1997       5      4  21.6  17.60        5       5
  0  1997       5      4  22.2  17.10        5       5
  0  1997       5      4  22.7  16.90        5       5
  0  1997       5      4  22.3  17.00        5       5
  0  1997       5      4  22.2  16.80        5       5
  1  1997       5      4  22.4  16.90        5       5
  0  1997       5      4  20.0  18.10        5       5
  0  1997       5      4  23.0  18.40        5       5
  0  1997       5      4  21.4  15.10        5       5
  0  1997       1      1  20.0  16.30        5       5
  1  1997       1      1  24.5  16.80        5       5
  0  1997       1      1  21.6  19.60        5       5
  0  1997       1      2  23.9  17.90        5       5
  0  1997       1      2  22.5  17.60        5       5
  0  1997       1      3  20.7  18.10        5       5
  1  1997       1      3  20.5  17.40        5       5
  0  1997       1      3  19.7  16.60        5       5
  0  1997       3      3  21.2  15.60        5       5
  0  1997       3      3  24.6  16.00        5       5
  0  1997       3      3  22.6  16.30        5       5
  0  1997       3      3  20.1  16.40        5       5
  0  1997       5      5  22.9  16.60        3       4
  0  1997       5      5  21.4  16.60        3       4
  0  1997       5      5  21.8  16.90        3       4
  0  1997       5      5  24.2  16.40        3       4
  0  1997       5      5  20.7  16.10        5       3
  0  1997       5      5  22.9  14.30        5       4
  1  1997       5      5  23.3  15.00        5       4
  0  1997       5      5  25.9  16.50        5       4
  0  1997       5      5  22.4  16.40        5       4
  1  1997       5      5  23.3  17.20        5       4
  1  1997       5      5  24.3  16.50        5       4
  0  1997       5      5  23.9  15.90        5       4
  0  1997       5      5  22.9  15.90        5       4
  0  1997       5      5  23.9  17.60        5       4
  0  1997       5      5  22.4  16.40        5       4
  0  1997       5      5  24.1  17.20        5       4
  0  1997       5      5  22.5  15.60        5       4
  1  1997       5      5  23.2  16.60        5       4
  0  1997       5      5  22.9  18.20        5       4
  0  1997       5      5  22.6  17.80        5       4
  0  1997       5      5  21.4  18.30        5       4
  0  1997       5      5  20.3  17.80        5       4
  0  1997       5      5  23.3  17.30        5       4
  0  1997       3      4  25.6  14.50        3       4
  0  1997       3      5  19.6  14.80        3       4
  1  1997       5      3  21.0  15.60        3       4
  0  1997       5      4  22.5  14.60        3       4
  0  1997       5      4  24.5  14.70        3       4
  0  1997       5      4  24.4  15.50        3       4
  0  1997       5      4  20.3  16.40        3       4
  0  1997       5      4  23.9  17.30        3       4
  0  1997       5      4  21.7  16.90        3       4
  1  1997       5      4  21.9  17.70        5       2
  0  1997       3      4  22.7  15.80        3       5
  0  1997       3      4  21.2  17.60        5       3
  0  1997       5      3  25.3  17.10        5       3
  0  1997       3      5  21.6  16.00        5       3
  0  1997       5      3  22.7  17.10        3       5
  0  1997       5      3  22.3  17.00        5       3
  0  1997       5      4  22.9  15.40        3       5
  0  1997       5      4  20.8  15.50        3       5
  0  1997       5      4  20.9  15.90        5       3
  0  1997       5      4  24.5  16.50        5       3
  0  1997       5      4  20.7  16.80        3       5
  0  1997       5      4  19.2  16.00        5       3
  0  1997       5      4  22.0  16.60        3       5
  0  1997       5      4  23.8  17.00        3       5
  0  1997       5      4  22.3  17.50        5       3
  0  1997       5      4  22.4  16.90        5       3
  1  1997       5      4  22.0  15.50        3       5
  1  1997       5      4  22.3  17.10        5       3
  0  1997       5      4  22.5  16.30        5       3
  1  1997       5      4  23.8  16.90        3       5
  0  1997       5      4  22.2  16.50        5       3
  0  1997       5      4  24.5  18.30        5       3
  0  1997       5      4  22.0  18.20        5       3
  0  1997       5      4  23.0  18.40        5       3
  0  1997       3      4  21.6  13.60        5       4
  0  1997       3      4  23.5  15.40        5       4
  0  1997       3      4  20.9  14.60        5       4
  0  1997       3      4  22.4  16.20        5       4
  0  1997       5      2  23.3  17.60        5       4
  0  1997       3      4  22.2  17.80        5       4
  1  1997       3      4  22.0  18.40        5       4
  0  1997       3      4  22.7  17.30        5       4
  0  1997       3      4  23.5  18.20        5       4
  0  1997       3      4  23.0  16.50        5       4
  0  1997       5      3  20.9  14.50        5       4
  0  1997       5      3  22.7  16.90        5       4
  1  1997       5      3  21.0  16.80        5       4
  0  1997       5      3  24.4  17.60        5       4
  0  1997       5      3  22.1  18.20        5       4
  0  1997       5      4  20.4  14.60        5       4
  0  1997       5      4  22.5  14.90        5       4
  0  1997       5      4  23.9  17.00        5       4
  0  1997       5      4  22.4  14.30        5       4
  0  1997       5      4  24.6  15.70        5       4
  1  1997       5      4  22.3  15.90        5       4
  1  1997       5      4  21.8  15.20        5       4
  0  1997       5      4  20.9  16.90        5       4
  0  1997       5      4  21.6  15.00        5       4
  0  1997       5      4  21.0  16.70        5       4
  0  1997       5      4  22.9  15.50        5       4
  0  1997       5      4  26.0  15.90        5       4
  0  1997       5      4  24.5  15.60        5       4
  1  1997       5      4  23.6  16.10        5       4
  0  1997       5      4  20.1  16.70        5       4
  1  1997       5      4  23.0  16.50        5       4
  0  1997       5      4  21.6  17.00        5       4
  0  1997       5      4  23.0  16.40        5       4
  0  1997       5      4  23.4  17.30        5       4
  0  1997       5      4  22.3  19.00        5       4
  0  1997       5      4  22.2  16.80        5       4
  0  1997       5      4  21.7  17.90        5       4
  0  1997       5      4  22.9  16.70        5       4
  0  1997       5      4  25.5  17.30        5       4
  1  1997       5      4  23.0  17.40        5       4
  0  1997       5      4  22.5  16.90        5       4
  0  1997       5      4  24.0  16.20        5       4
  0  1997       5      4  25.1  18.20        5       4
  0  1997       5      4  22.8  17.70        5       4
  0  1997       5      4  21.1  17.50        5       4
  0  1997       5      4  21.6  17.70        5       4
  0  1997       5      4  23.5  17.20        5       4
  0  1997       1      2  20.0  17.50        3       4
  0  1997       3      3  23.4  15.30        3       4
  0  1997       3      3  23.4  16.90        3       4
  0  1997       3      3  23.4  17.60        3       4
  1  1997       1      2  23.6  17.90        5       3
  0  1997       1      2  24.2  17.60        5       3
  0  1997       1      3  21.7  17.40        5       3
  0  1997       3      1  23.4  18.30        5       3
  0  1997       3      3  20.3  17.10        5       3
  0  1997       3      3  22.8  16.60        3       5
  0  1997       3      3  22.8  17.60        5       3
  0  1997       1      1  22.9  17.60        5       4
  0  1997       1      2  21.7  16.10        5       4
  0  1997       1      2  25.6  15.60        5       4
  0  1997       1      2  25.4  17.00        5       4
  0  1997       1      3  23.0  16.20        5       4
  0  1997       3      2  21.6  16.10        5       4
  0  1997       3      3  22.9  17.50        5       4
  0  1997       3      3  22.4  15.40        5       4
  0  1997       3      3  23.4  15.40        5       4
  0  1997       3      3  21.5  15.00        5       4
  0  1997       3      3  20.2  15.40        5       4
  0  1997       3      3  22.4  15.50        5       4
  0  1997       3      3  20.1  17.00        5       4
  0  1997       3      3  21.7  18.20        5       4
  0  1997       3      3  21.3  18.40        5       4
  0  1997       5      5  22.6  15.40        1       3
  0  1997       5      5  24.2  16.30        1       3
  0  1997       5      5  21.1  16.10        1       3
  0  1997       5      5  21.3  16.10        3       3
  0  1997       5      5  22.9  17.10        3       3
  0  1997       5      5  20.1  15.80        3       3
  1  1997       5      5  25.3  16.80        3       3
  0  1997       5      5  22.7  17.80        3       3
  0  1997       5      3  22.7  16.30        1       2
  0  1997       3      5  21.6  16.40        1       2
  1  1997       5      4  22.0  18.10        1       2
  1  1997       5      4  22.4  17.10        1       3
  0  1997       3      4  24.7  16.00        3       2
  0  1997       5      4  22.0  15.80        3       2
  0  1997       5      4  22.5  18.40        3       2
  0  1997       5      4  23.9  17.50        3       2
  0  1997       5      4  22.1  18.20        3       2
  0  1997       3      4  21.9  15.40        3       3
  0  1997       3      4  24.5  16.30        3       3
  0  1997       5      2  21.7  18.20        3       3
  0  1997       5      3  22.6  16.60        3       3
  0  1997       5      3  21.9  16.80        3       3
  0  1997       5      4  23.3  15.80        3       3
  0  1997       5      4  23.0  15.20        3       3
  1  1997       5      4  23.5  15.00        3       3
  0  1997       5      4  22.4  17.20        3       3
  0  1997       5      4  22.2  16.00        3       3
  0  1997       5      4  22.3  14.80        3       3
  0  1997       5      4  21.5  10.60        3       3
  1  1997       5      4  21.8  16.70        3       3
  1  1997       5      4  22.1  16.50        3       3
  0  1997       5      4  24.5  16.30        3       3
  0  1997       5      4  25.0  15.10        3       3
  1  1997       5      4  20.8  16.50        3       3
  0  1997       5      4  21.8  17.30        3       3
  1  1997       5      4  21.6  17.00        3       3
  1  1997       5      4  19.8  14.90        3       3
  0  1997       5      4  22.9  16.90        3       3
  0  1997       5      4  23.0  17.20        3       3
  0  1997       5      4  22.0  17.90        3       3
  0  1997       5      4  19.2  15.90        3       3
  0  1997       5      4  23.2  17.40        3       3
  0  1997       3      3  23.5  15.40        1       2
  0  1997       3      3  23.4  18.00        1       2
  0  1997       3      3  24.7  18.40        1       2
  0  1997       1      2  22.7  14.20        1       3
  1  1997       1      2  24.1  17.40        1       3
  0  1997       3      2  23.7  18.20        1       3
  1  1997       3      3  25.5  16.70        3       2
  0  1997       3      3  22.5  16.90        1       4
  0  1997       3      3  23.4  18.20        3       2
  0  1997       1      1  20.6  16.80        3       3
  0  1997       1      2  20.0  16.00        3       3
  0  1997       1      2  23.6  17.40        3       3
  1  1997       1      3  21.2  17.30        3       3
  0  1997       3      2  21.6  15.50        3       3
  0  1997       3      2  20.7  17.60        3       3
  0  1997       3      3  21.7  16.00        3       3
  0  1997       3      3  17.5  16.50        3       3
  1  1997       3      3  20.1  17.00        3       3
  0  1997       3      3  20.7  17.10        3       3
  0  1997       3      3  23.6  16.20        3       3
  0  2008       5      5  23.5  13.80        5       5
  0  2008       5      5  23.2  14.30        5       5
  1  2008       5      5  22.0  14.40        5       5
  1  2008       5      5  22.0  13.90        5       5
  1  2008       5      5  21.3  15.00        5       5
  1  2008       5      5  24.8  15.20        5       5
  0  2008       5      5  21.8  16.10        5       5
  0  2008       5      5  24.4  15.20        5       5
  1  2008       5      5  20.9  15.00        5       5
  0  2008       5      5  21.0  16.70        5       5
  1  2008       5      5  21.6  15.60        5       5
  0  2008       5      5  21.0  16.20        5       5
  0  2008       5      5  21.3  17.10        5       5
  1  2008       5      5  21.7  16.90        5       5
  0  2008       5      5  22.9  17.50        5       5
  1  2008       5      5  21.8  15.60        5       5
  1  2008       5      5  23.3   7.50        5       5
  1  2008       3      4  22.3  15.60        5       5
  1  2008       5      2  22.5  15.10        5       5
  0  2008       5      2  22.9  16.00        5       5
  0  2008       3      4  20.9  15.70        5       5
  1  2008       3      4  22.6  16.40        5       5
  1  2008       3      4  23.0  16.40        5       5
  1  2008       5      3  19.9  14.60        5       5
  1  2008       3      5  22.4  15.40        5       5
  1  2008       5      3  19.5  15.50        5       5
  1  2008       3      5  21.8  16.20        5       5
  1  2008       3      5  23.0  16.50        5       5
  1  2008       5      3  20.6  16.60        5       5
  0  2008       5      3  20.9  16.40        5       5
  0  2008       5      3  20.4  15.80        5       5
  1  2008       5      3  19.5  16.70        5       5
  1  2008       5      3  21.9  17.40        5       5
  0  2008       3      5  20.5  17.50        5       5
  0  2008       5      3  21.6  17.90        5       5
  1  2008       5      3  23.0  17.10        5       5
  0  2008       3      5  24.2  17.40        5       5
  1  2008       5      4  21.3  14.50        5       5
  1  2008       5      4  22.3  15.40        5       5
  0  2008       5      4  20.0  16.70        5       5
  0  2008       5      4  19.6  15.10        5       5
  0  2008       5      4  24.5  16.00        5       5
  1  2008       5      4  21.0  15.50        5       5
  0  2008       5      4  19.3  17.10        5       5
  1  2008       5      4  21.6  16.40        5       5
  1  2008       5      4  19.5  17.60        5       5
  0  2008       5      4  20.3  16.70        5       5
  0  2008       5      4  20.1  16.00        5       5
  1  2008       5      4  22.4  15.60        5       5
  0  2008       5      4  23.5  18.00        5       5
  1  2008       5      4  20.2  16.40        5       5
  0  2008       5      4  20.5  17.70        5       5
  0  2008       1      1  21.2  15.50        5       5
  1  2008       1      1  18.8  16.50        5       5
  1  2008       1      2  20.9  15.60        5       5
  0  2008       3      1  22.5  16.00        5       5
  0  2008       3      1  22.9  14.50        5       5
  1  2008       3      1  21.0  15.90        5       5
  1  2008       3      1  22.2  15.50        5       5
  1  2008       3      1  21.0  17.10        5       5
  1  2008       3      1  22.8  16.90        5       5
  1  2008       3      1  22.3  16.20        5       5
  1  2008       3      1  20.8  16.30        5       5
  1  2008       3      2  20.4  15.70        5       5
  1  2008       3      2  21.5  15.90        5       5
  0  2008       3      2  22.9  16.90        5       5
  0  2008       5      1  19.5  16.20        5       5
  1  2008       5      1  22.2  16.60        5       5
  1  2008       3      3  19.3  15.40        5       5
  0  2008       3      3  22.1  16.00        5       5
  1  2008       5      5  24.9  17.50        3       4
  1  2008       5      5  22.0  16.50        5       2
  1  2008       5      5  18.9  16.30        5       3
  0  2008       5      5  21.8  16.30        5       3
  1  2008       5      5  23.4  16.90        5       4
  0  2008       5      5  21.8  16.70        5       4
  0  2008       5      5  21.5  17.00        5       4
  0  2008       3      4  20.2  16.20        5       2
  1  2008       5      4  25.1  16.00        5       2
  0  2008       3      4  25.5  16.40        5       3
  1  2008       3      4  24.9  15.70        5       3
  1  2008       3      4  24.9  17.60        5       3
  0  2008       5      3  21.1  16.00        5       3
  1  2008       5      3  21.7  16.10        5       3
  0  2008       5      3  21.0  16.80        5       3
  1  2008       5      4  19.8  15.40        5       3
  1  2008       5      4  23.4  16.40        5       3
  0  2008       5      4  22.1  17.70        5       3
  0  2008       5      4  23.0  16.80        5       3
  1  2008       3      4  22.0  15.50        5       4
  1  2008       3      4  20.3  15.80        5       4
  1  2008       3      4  21.0  16.40        5       4
  0  2008       3      4  21.2  15.50        5       4
  1  2008       5      3  20.5  14.50        5       4
  1  2008       5      3  22.5  14.90        5       4
  0  2008       5      3  21.3  15.60        5       4
  1  2008       5      3  23.1  16.50        5       4
  0  2008       3      5  24.4  15.80        5       4
  1  2008       3      5  24.6  16.30        5       4
  1  2008       3      5  21.8  16.00        5       4
  0  2008       5      3  21.5  17.00        5       4
  1  2008       5      3  22.5  18.60        5       4
  0  2008       5      4  21.9  15.50        5       4
  0  2008       5      4  21.6  14.90        5       4
  0  2008       5      4  22.9  16.10        5       4
  0  2008       5      4  21.2  16.30        5       4
  0  2008       5      4  20.8  16.60        5       4
  1  2008       5      4  21.5  16.40        5       4
  1  2008       5      4  22.1  17.20        5       4
  1  2008       5      4  21.3  16.50        5       4
  1  2008       1      1  20.7  17.50        3       4
  0  2008       1      2  18.7  15.10        3       4
  0  2008       3      1  19.9  15.30        5       2
  0  2008       3      2  22.7  16.60        5       2
  0  2008       3      3  22.0  16.80        5       2
  1  2008       5      1  23.4  16.50        3       4
  1  2008       3      3  22.4  15.90        5       2
  1  2008       3      3  21.1  17.90        5       2
  0  2008       1      2  19.6  16.60        5       3
  1  2008       1      2  22.5  15.80        5       3
  0  2008       3      1  22.8  15.90        5       3
  1  2008       3      1  20.8  16.80        5       3
  0  2008       3      2  20.7  16.60        5       3
  1  2008       3      2  23.2  16.00        5       3
  0  2008       3      2  20.4  16.90        5       3
  1  2008       3      2  22.1  17.50        5       3
  1  2008       3      3  23.5  14.50        5       3
  0  2008       3      3  21.5  17.40        5       3
  1  2008       3      1  21.7  15.30        5       4
  1  2008       3      1  23.0  16.50        5       4
  1  2008       3      1  22.7  16.20        5       4
  1  2008       1      3  22.5  15.00        5       4
  1  2008       3      1  23.5  16.40        5       4
  0  2008       3      1  24.8  19.00        5       4
  0  2008       3      2  22.7  16.00        5       4
  1  2008       3      2  22.0  15.90        5       4
  1  2008       3      2  24.2  16.40        5       4
  1  2008       3      2  20.3  15.80        5       4
  0  2008       3      2  21.0  16.90        5       4
  0  2008       3      2  22.7  15.90        5       4
  1  2008       3      2  22.3  16.20        5       4
  1  2008       3      2  23.6  17.10        5       4
  1  2008       3      2  21.5  17.80        5       4
  0  2008       3      3  23.0  14.90        5       4
  1  2008       3      3  21.1  15.90        5       4
  0  2008       3      3  24.1  16.00        5       4
  1  2008       3      3  22.8  16.50        5       4
  1  2008       3      3  21.9  15.40        5       4
  1  2008       5      5  20.9  16.20        3       2
  1  2008       5      5  22.5  18.40        3       3
  1  2008       5      2  22.4  15.70        3       1
  1  2008       3      4  19.3  15.70        1       4
  0  2008       3      5  21.3  15.20        3       2
  0  2008       5      3  22.7  15.90        3       2
  0  2008       5      3  21.2  18.80        3       2
  0  2008       3      5  23.0  14.70        3       3
  1  2008       5      4  25.4  17.20        3       3
  0  2008       5      4  24.4  17.40        3       3
  1  2008       5      4  21.2  16.80        5       1
  1  2008       5      4  22.6  17.60        3       3
  1  2008       3      1  22.0  15.80        3       1
  0  2008       3      1  20.6  17.90        3       1
  1  2008       3      1  19.6  17.80        3       1
  0  2008       1      5  18.6  15.90        3       1
  0  2008       1      5  18.6  16.00        3       1
  0  2008       5      1  22.5  17.90        3       1
  1  2008       1      1  21.9  14.90        3       2
  1  2008       3      1  22.7  14.90        3       2
  1  2008       3      1  23.2  17.10        3       2
  0  2008       3      2  22.4  14.90        3       2
  1  2008       3      3  21.6  15.40        3       2
  0  2008       3      3  21.1  15.60        3       2
  1  2008       1      1  21.9  16.60        3       3
  0  2008       3      1  21.1  15.20        3       3
  1  2008       3      1  20.7  17.00        5       1
  0  2008       3      2  22.2  16.00        3       3
  1  2008       3      3  18.5  15.60        3       3
  0  2008       3      3  22.0  17.00        3       3
  1  2008       3      3  22.4  17.80        3       3
  0  2009       5      5  22.4  15.70        5       5
  0  2009       5      5  21.4  15.60        5       5
  0  2009       5      5  19.6  16.00        5       5
  0  2009       5      5  19.0  17.00        5       5
  0  2009       5      5  22.5  17.50        5       5
  1  2009       3      4  22.3  16.20        5       5
  1  2009       3      4  20.8  14.40        5       5
  0  2009       3      4  20.6  13.90        5       5
  1  2009       3      4  19.0  14.80        5       5
  0  2009       3      4  21.9  15.00        5       5
  1  2009       5      2  21.2  16.60        5       5
  1  2009       5      2  21.2  15.60        5       5
  1  2009       3      4  23.0  15.10        5       5
  0  2009       5      2  21.5  15.80        5       5
  1  2009       3      4  21.6  17.00        5       5
  0  2009       5      2  22.0  16.10        5       5
  1  2009       5      2  23.9  17.90        5       5
  1  2009       3      4  19.9  17.90        5       5
  0  2009       3      4  21.5  16.30        5       5
  0  2009       3      5  21.5  14.10        5       5
  1  2009       5      3  21.2  15.60        5       5
  0  2009       5      3  22.0  17.20        5       5
  1  2009       3      5  20.1  16.00        5       5
  0  2009       5      3  21.3  15.80        5       5
  0  2009       5      3  19.3  17.20        5       5
  0  2009       5      4  22.4  16.00        5       5
  1  2009       5      4  22.0  15.40        5       5
  1  2009       5      4  21.5  15.70        5       5
  1  2009       5      4  21.8  16.60        5       5
  1  2009       5      4  21.2  16.70        5       5
  0  2009       5      4  19.5  17.90        5       5
  0  2009       1      1  21.9  15.60        5       5
  1  2009       1      1  21.9  16.30        5       5
  0  2009       1      2  18.6  14.70        5       5
  1  2009       1      2  24.3  17.40        5       5
  1  2009       3      1  19.5  16.20        5       5
  1  2009       3      1  23.9  15.80        5       5
  0  2009       1      3  23.6  15.70        5       5
  1  2009       3      1  21.3  16.10        5       5
  1  2009       3      2  21.5  15.50        5       5
  0  2009       3      2  22.1  17.90        5       5
  1  2009       3      2  20.7  16.50        5       5
  1  2009       3      2  22.8  15.70        5       5
  1  2009       3      2  20.5  18.00        5       5
  1  2009       3      3  22.2  15.10        5       5
  0  2009       1      5  21.2  16.00        5       5
  1  2009       3      3  19.7  15.50        5       5
  0  2009       3      3  23.6  15.60        5       5
  1  2009       3      3  20.5  16.90        5       5
  0  2009       3      3  20.9  17.00        5       5
  1  2009       5      5  20.8  16.60        5       2
  1  2009       5      5  21.9  16.30        3       4
  1  2009       5      5  22.1  15.30        3       5
  0  2009       5      5  22.7  17.30        3       5
  0  2009       5      5  21.9  14.40        5       4
  0  2009       5      5  18.9  14.10        5       4
  1  2009       5      5  24.5  15.00        5       4
  0  2009       5      5  22.0  14.70        5       4
  0  2009       5      5  21.8  16.40        5       4
  1  2009       3      4  21.7  15.50        3       4
  0  2009       3      4  20.3  14.70        3       4
  1  2009       3      4  20.2  16.00        3       4
  1  2009       3      4  21.3  16.90        5       2
  0  2009       3      4  23.0  19.60        3       4
  1  2009       5      3  20.3  15.20        3       4
  1  2009       5      3  21.8  16.30        3       4
  1  2009       5      3  20.8  16.20        3       4
  1  2009       5      4  23.6  16.40        3       4
  1  2009       5      4  24.3  15.30        3       4
  0  2009       5      2  21.0  15.00        5       3
  0  2009       3      4  19.6  15.50        3       5
  1  2009       3      4  22.9  15.90        5       3
  0  2009       3      4  22.7  15.50        5       3
  0  2009       3      4  20.9  15.50        5       3
  0  2009       3      4  23.0  16.40        5       3
  0  2009       3      4  22.5  16.60        3       5
  1  2009       5      2  24.0  15.40        5       3
  1  2009       3      4  25.6  16.90        3       5
  0  2009       5      3  22.5  15.30        5       3
  0  2009       5      3  22.8  14.60        5       3
  0  2009       5      3  22.3  16.40        5       3
  0  2009       5      3  21.6  16.50        5       3
  1  2009       5      3  23.2  15.20        5       3
  1  2009       5      3  22.5  15.50        5       3
  1  2009       5      3  20.2  16.10        5       3
  1  2009       5      3  18.4  17.00        5       3
  0  2009       5      4  22.6  16.40        5       3
  1  2009       5      4  21.2  16.10        5       3
  0  2009       5      4  21.7  15.20        5       3
  1  2009       5      4  20.8  16.80        5       3
  0  2009       5      4  20.0  16.50        5       3
  1  2009       3      4  21.8  14.20        5       4
  0  2009       3      4  22.4  16.10        5       4
  0  2009       3      4  20.8  17.10        5       4
  1  2009       3      4  22.5  15.50        5       4
  1  2009       3      4  21.5  16.90        5       4
  1  2009       5      2  23.9  16.70        5       4
  1  2009       5      3  21.2  16.90        5       4
  0  2009       5      3  22.6  15.50        5       4
  0  2009       5      3  25.0  15.50        5       4
  1  2009       3      5  24.3  16.00        5       4
  1  2009       5      3  21.5  16.50        5       4
  0  2009       5      3  22.3  17.20        5       4
  1  2009       5      3  22.1  19.30        5       4
  0  2009       5      4  20.3  16.00        5       4
  0  2009       5      4  20.5  16.40        5       4
  0  2009       5      4  19.6  15.10        5       4
  0  2009       5      4  21.5  15.80        5       4
  0  2009       5      4  22.9  17.20        5       4
  0  2009       1      1  22.7  16.30        3       4
  0  2009       1      1  21.0  15.30        3       4
  0  2009       1      2  21.5  14.20        3       4
  0  2009       1      2  19.8  15.10        3       4
  0  2009       1      2  20.4  16.60        3       4
  1  2009       1      2  19.0  16.60        3       4
  0  2009       1      2  21.9  17.10        3       4
  0  2009       3      1  21.6  15.30        3       4
  0  2009       3      1  20.8  16.30        3       4
  0  2009       3      1  22.5  15.80        3       4
  1  2009       1      3  21.4  17.00        3       4
  1  2009       3      1  22.0  18.40        5       2
  0  2009       1      4  20.0  15.50        5       2
  1  2009       3      2  21.5  15.90        3       4
  1  2009       3      2  23.8  17.00        3       4
  0  2009       3      2  20.4  16.00        5       2
  0  2009       3      2  20.5  16.10        5       2
  0  2009       3      2  20.3  17.00        3       4
  1  2009       3      3  24.5  15.50        3       4
  0  2009       3      3  20.5  15.60        3       4
  1  2009       3      3  21.8  16.30        3       4
  0  2009       3      3  18.4  15.20        3       4
  1  2009       3      3  21.7  14.30        3       4
  0  2009       3      3  23.6  17.00        3       4
  0  2009       3      3  19.1  15.70        3       4
  0  2009       3      3  20.2  18.00        3       4
  1  2009       3      3  22.1  17.10        3       4
  0  2009       3      3  24.0  16.40        3       4
  0  2009       3      3  20.5  17.20        3       4
  0  2009       3      3  20.7  17.30        3       4
  0  2009       3      3  22.1  17.40        3       4
  1  2009       1      1  21.4  15.50        5       3
  0  2009       1      1  21.4  16.50        5       3
  1  2009       1      2  22.3  16.60        5       3
  0  2009       1      2  21.8  16.40        5       3
  1  2009       1      3  21.5  14.70        5       3
  0  2009       1      3  21.4  14.90        3       5
  0  2009       1      3  23.2  15.90        5       3
  0  2009       1      3  24.2  16.10        5       3
  1  2009       3      2  21.1  16.40        5       3
  0  2009       3      2  20.6  15.70        5       3
  0  2009       3      2  24.5  15.90        5       3
  0  2009       1      4  23.1  16.00        5       3
  1  2009       3      2  21.8  17.50        5       3
  0  2009       3      3  22.7  15.10        5       3
  1  2009       3      3  23.1  15.30        5       3
  1  2009       5      1  22.1  15.60        5       3
  0  2009       3      3  21.6  15.60        5       3
  0  2009       3      3  20.3  16.10        5       3
  1  2009       3      3  22.6  15.20        5       3
  1  2009       3      3  20.8  16.00        5       3
  0  2009       3      3  23.8  16.80        5       3
  1  2009       3      3  22.5  14.80        5       3
  0  2009       3      3  20.0  16.80        5       3
  0  2009       5      1  22.6  16.40        3       5
  1  2009       3      3  20.6  16.40        5       3
  0  2009       3      3  23.6  16.10        5       3
  0  2009       3      3  19.3  16.80        5       3
  0  2009       3      1  20.8  14.60        5       4
  0  2009       1      3  22.0  15.20        5       4
  0  2009       1      3  20.8  15.60        5       4
  0  2009       3      1  20.0  17.00        5       4
  1  2009       3      1  20.5  16.10        5       4
  0  2009       3      1  19.9  16.60        5       4
  0  2009       3      1  23.6  16.90        5       4
  1  2009       1      3  21.1  16.70        5       4
  0  2009       1      3  22.4  18.50        5       4
  1  2009       3      2  21.3  15.30        5       4
  0  2009       3      2  20.6  15.20        5       4
  1  2009       3      2  22.5  15.50        5       4
  1  2009       3      2  21.5  15.40        5       4
  1  2009       3      2  20.8  15.70        5       4
  0  2009       1      4  23.1  15.20        5       4
  0  2009       3      2  21.0  16.00        5       4
  1  2009       3      2  21.0  16.00        5       4
  1  2009       3      2  21.6  16.50        5       4
  1  2009       3      2  20.9  17.40        5       4
  1  2009       3      3  20.3  14.00        5       4
  0  2009       3      3  22.3  14.90        5       4
  0  2009       3      3  21.7  15.80        5       4
  0  2009       3      3  20.4  15.50        5       4
  1  2009       3      3  22.3  15.50        5       4
  0  2009       3      3  19.7  15.20        5       4
  1  2009       3      3  21.0  16.10        5       4
  0  2009       3      3  22.7  15.90        5       4
  0  2009       3      3  22.4  16.40        5       4
  0  2009       3      3  20.2  16.50        5       4
  0  2009       3      3  21.7  16.90        5       4
  0  2009       3      3  24.0  17.50        5       4
  1  2009       3      3  23.2  15.10        5       4
  1  2009       3      3  24.3  17.00        5       4
  0  2009       3      3  23.5  17.20        5       4
  0  2009       5      5  23.6  16.00        3       2
  0  2009       5      5  22.4  16.90        3       2
  0  2009       5      5  19.4  16.30        3       3
  0  2009       5      5  22.6  16.90        3       3
  0  2009       5      5  19.6  16.70        3       3
  1  2009       5      5  20.2  17.10        3       3
  1  2009       5      2  18.6  15.20        1       1
  0  2009       3      4  24.0  16.40        3       1
  1  2009       3      4  21.2  16.00        1       3
  1  2009       5      3  22.0  16.30        3       1
  0  2009       3      4  21.5  16.00        3       2
  1  2009       5      2  23.3  15.80        3       2
  1  2009       5      2  22.5  16.50        3       2
  0  2009       3      4  21.6  19.00        3       2
  1  2009       3      5  20.3  16.80        3       2
  1  2009       3      5  20.1  16.90        3       2
  0  2009       5      4  20.2  15.60        3       2
  1  2009       5      4  23.9  15.30        3       2
  1  2009       3      4  21.0  15.30        3       3
  0  2009       5      2  20.4  16.70        3       3
  1  2009       3      4  22.8  17.50        3       3
  1  2009       3      4  21.3  16.00        3       3
  0  2009       5      2  20.7  16.70        3       3
  1  2009       5      3  20.5  15.40        3       3
  1  2009       3      5  19.1  15.10        3       3
  0  2009       3      5  19.3  15.80        3       3
  0  2009       5      3  21.5  16.90        3       3
  0  2009       3      5  22.9  15.80        3       3
  1  2009       5      3  24.4  15.90        3       3
  0  2009       5      4  20.5  14.00        3       3
  0  2009       5      4  19.0  14.60        3       3
  0  2009       5      4  20.9  15.40        3       3
  1  2009       1      1  21.6  17.80        1       1
  0  2009       3      3  19.4  14.90        1       1
  0  2009       1      5  21.0  16.30        1       1
  1  2009       1      2  19.7  17.30        1       2
  1  2009       1      3  21.8  15.20        1       2
  1  2009       1      3  23.7  16.90        1       2
  0  2009       3      3  20.1  14.90        1       2
  0  2009       1      1  21.1  15.90        3       1
  0  2009       1      2  23.0  15.60        3       1
