 student  school  class     SC    TV  PTHK   THK     y 
 735       414    414106     1     0    2      1     0   
 736       414    414106     1     0    2      5     1   
 737       414    414106     1     0    2      3     1   
 738       414    414106     1     0    2      3     1   
 739       414    414106     1     0    0      2     0   
 740       414    414106     1     0    2      5     1   
 741       414    414106     1     0    3      2     0   
 742       414    414106     1     0    3      5     1   
 743       414    414106     1     0    2      3     1   
 744       415    415101     1     1    4      5     1   
 745       415    415101     1     1    4      5     1   
 746       415    415101     1     1    5      2     0   
 747       415    415101     1     1    2      3     1   
 748       415    415101     1     1    0      2     0   
 749       415    415101     1     1    2      3     1   
 750       415    415101     1     1    2      4     1   
 751       415    415101     1     1    3      6     1   
 752       415    415101     1     1    1      5     1   
 753       415    415102     1     1    2      3     1   
 754       415    415102     1     1    2      4     1   
 755       415    415102     1     1    1      4     1   
 756       415    415102     1     1    1      4     1   
 757       415    415102     1     1    1      2     0   
 758       415    415102     1     1    1      4     1   
 759       415    415102     1     1    1      3     1   
 760       415    415102     1     1    6      5     1   
 761       415    415102     1     1    1      4     1   
 762       415    415102     1     1    2      1     0   
 763       415    415102     1     1    4      4     1   
 764       415    415102     1     1    2      3     1   
 765       415    415102     1     1    0      4     1   
 766       415    415102     1     1    5      4     1   
 767       415    415102     1     1    3      3     1   
 768       415    415102     1     1    1      1     0   
 769       415    415102     1     1    1      4     1   
 770       415    415102     1     1    1      2     0   
 771       415    415102     1     1    1      4     1   
 772       415    415102     1     1    1      3     1   
 773       415    415102     1     1    0      2     0   
 774       415    415103     1     1    1      3     1   
 775       415    415103     1     1    2      4     1   
 776       415    415103     1     1    3      5     1   
 777       415    415103     1     1    4      5     1   
 778       415    415103     1     1    1      2     0   
 779       415    415103     1     1    2      5     1   
 780       415    415103     1     1    3      5     1   
 781       415    415103     1     1    3      1     0   
 782       415    415103     1     1    3      3     1   
 783       415    415103     1     1    3      3     1   
 784       415    415103     1     1    6      4     1   
 785       415    415103     1     1    1      4     1   
 786       415    415103     1     1    3      3     1   
 787       415    415104     1     1    2      2     0   
 788       415    415104     1     1    0      3     1   
 789       415    415104     1     1    2      3     1   
 790       415    415104     1     1    3      4     1   
 791       415    415104     1     1    3      5     1   
 792       415    415104     1     1    1      2     0   
 793       415    415104     1     1    3      3     1   
 794       415    415104     1     1    2      4     1   
 795       415    415104     1     1    4      3     1   
 796       415    415104     1     1    3      3     1   
 797       415    415104     1     1    1      1     0   
 798       415    415104     1     1    0      2     0   
 799       415    415105     1     1    2      5     1   
 800       415    415105     1     1    4      3     1   
 801       415    415105     1     1    3      5     1   
 802       415    415105     1     1    2      5     1   
 803       415    415105     1     1    1      4     1   
 804       415    415105     1     1    1      2     0   
 805       415    415105     1     1    3      3     1   
 806       415    415105     1     1    2      0     0   
 807       415    415105     1     1    0      2     0   
 808       415    415105     1     1    2      4     1   
 809       415    415105     1     1    5      4     1   
 810       415    415105     1     1    3      1     0   
 811       505    505101     1     1    2      0     0   
 812       505    505101     1     1    2      2     0   
 813       505    505101     1     1    1      1     0   
 814       505    505101     1     1    2      1     0   
 815       505    505101     1     1    5      1     0   
 816       505    505101     1     1    3      2     0   
 817       505    505101     1     1    3      2     0   
 818       505    505101     1     1    2      4     1   
 819       505    505101     1     1    0      3     1   
 820       505    505101     1     1    1      1     0   
 821       505    505101     1     1    1      2     0   
 822       505    505101     1     1    1      2     0   
 823       505    505101     1     1    3      3     1   
 824       505    505101     1     1    4      4     1   
 825       505    505102     1     1    1      5     1   
 826       505    505102     1     1    2      2     0   
 827       505    505102     1     1    2      3     1   
 828       505    505102     1     1    2      1     0   
 829       505    505102     1     1    1      3     1   
 830       505    505102     1     1    2      3     1   
 831       505    505102     1     1    2      3     1   
 832       505    505102     1     1    0      3     1   
 833       505    505102     1     1    3      6     1   
 834       505    505103     1     1    2      4     1   
 835       505    505103     1     1    2      1     0   
 836       505    505103     1     1    1      4     1   
 837       505    505103     1     1    2      3     1   
 838       505    505103     1     1    1      4     1   
 839       505    505103     1     1    3      2     0   
 840       505    505104     1     1    2      2     0   
 841       505    505104     1     1    2      3     1   
 842       505    505104     1     1    2      2     0   
 843       505    505104     1     1    3      4     1   
 844       505    505104     1     1    0      2     0   
 845       505    505104     1     1    1      2     0   
 846       505    505104     1     1    3      4     1   
 847       505    505104     1     1    0      0     0   
 848       505    505104     1     1    1      0     0   
 849       505    505104     1     1    2      4     1   
 850       505    505104     1     1    1      2     0   
 851       505    505105     1     1    1      2     0   
 852       505    505105     1     1    4      3     1   
 853       505    505105     1     1    0      2     0   
 854       505    505105     1     1    3      3     1   
 855       505    505105     1     1    2      3     1   
 856       505    505105     1     1    2      1     0   
 857       505    505105     1     1    2      3     1   
 858       505    505105     1     1    2      4     1   
 859       505    505105     1     1    0      1     0   
 860       505    505105     1     1    1      4     1   
 861       505    505106     1     1    3      2     0   
 862       505    505106     1     1    2      3     1   
 863       505    505106     1     1    2      5     1   
 864       505    505106     1     1    1      2     0   
 865       505    505106     1     1    1      3     1   
 866       505    505106     1     1    0      3     1   
 867       505    505106     1     1    4      3     1   
 868       505    505106     1     1    2      5     1   
 869       505    505106     1     1    6      2     0   
 870       505    505106     1     1    1      3     1   
 871       505    505106     1     1    1      3     1   
 872       505    505106     1     1    2      3     1   
 873       505    505107     1     1    2      4     1   
 874       505    505107     1     1    3      1     0   
 875       505    505107     1     1    1      0     0   
 876       505    505107     1     1    2      3     1   
 877       505    505107     1     1    2      2     0   
 878       505    505107     1     1    0      3     1   
 879       505    505107     1     1    3      2     0   
 880       505    505107     1     1    0      1     0   
 881       505    505107     1     1    2      1     0   
 882       505    505107     1     1    4      1     0   
 883       505    505107     1     1    4      5     1   
 884       506    506102     0     1    2      4     1   
 885       506    506102     0     1    2      2     0   
 886       506    506102     0     1    6      4     1   
 887       506    506102     0     1    2      5     1   
 888       506    506102     0     1    3      3     1   
 889       506    506102     0     1    3      6     1   
 890       506    506103     0     1    0      2     0   
 891       506    506103     0     1    3      4     1   
 892       506    506103     0     1    2      1     0   
 893       506    506103     0     1    0      4     1   
 894       506    506103     0     1    1      1     0   
 895       506    506103     0     1    1      0     0   
 896       506    506105     0     1    1      3     1   
 897       506    506105     0     1    1      4     1   
 898       506    506105     0     1    3      2     0   
 899       506    506105     0     1    2      3     1   
 900       506    506105     0     1    1      1     0   
 901       506    506105     0     1    3      1     0   
 902       506    506105     0     1    2      0     0   
 903       506    506105     0     1    0      2     0   
 904       506    506105     0     1    1      2     0   
 905       506    506105     0     1    1      0     0   
 906       506    506105     0     1    3      3     1   
 907       506    506105     0     1    3      2     0   
 908       506    506105     0     1    2      4     1   
 909       506    506105     0     1    1      3     1   
 910       506    506107     0     1    1      1     0   
 911       506    506107     0     1    0      1     0   
 912       506    506107     0     1    1      2     0   
 913       506    506107     0     1    1      2     0   
 914       506    506107     0     1    3      2     0   
 915       506    506107     0     1    3      1     0   
 916       506    506107     0     1    0      2     0   
 917       506    506107     0     1    2      2     0   
 918       506    506107     0     1    2      1     0   
 919       506    506107     0     1    4      3     1   
 920       506    506110     0     1    4      2     0   
 921       506    506110     0     1    1      2     0   
 922       506    506110     0     1    1      1     0   
 923       506    506110     0     1    3      2     0   
 924       506    506110     0     1    1      2     0   
 925       506    506110     0     1    1      3     1   
 926       506    506110     0     1    0      0     0   
 927       506    506110     0     1    2      2     0   
 928       506    506110     0     1    0      2     0   
 929       506    506110     0     1    1      4     1   
 930       506    506110     0     1    1      2     0   
 931       506    506110     0     1    1      1     0   
 932       506    506110     0     1    2      2     0   
 933       506    506110     0     1    2      1     0   
 934       506    506111     0     1    4      1     0   
 935       506    506111     0     1    3      1     0   
 936       506    506112     0     1    2      0     0   
 937       506    506112     0     1    0      1     0   
 938       506    506112     0     1    1      2     0   
 939       506    506113     0     1    0      3     1   
 940       506    506113     0     1    1      2     0   
 941       506    506114     0     1    2      3     1   
 942       506    506114     0     1    2      0     0   
 943       506    506114     0     1    1      3     1   
 944       506    506114     0     1    0      1     0   
 945       506    506115     0     1    0      0     0   
 946       506    506115     0     1    2      1     0   
 947       506    506115     0     1    4      1     0   
 948       506    506116     0     1    2      2     0   
 949       506    506116     0     1    2      1     0   
 950       506    506116     0     1    3      0     0   
 951       506    506116     0     1    2      2     0   
 952       506    506116     0     1    0      4     1   
 953       506    506116     0     1    4      1     0   
 954       507    507101     0     1    1      5     1   
 955       507    507101     0     1    2      2     0   
 956       507    507101     0     1    1      1     0   
 957       507    507101     0     1    3      4     1   
 958       507    507101     0     1    1      1     0   
 959       507    507101     0     1    2      2     0   
 960       507    507101     0     1    0      1     0   
 961       507    507101     0     1    1      4     1   
 962       507    507101     0     1    0      3     1   
 963       507    507101     0     1    2      4     1   
 964       507    507102     0     1    1      1     0   
 965       507    507102     0     1    2      2     0   
 966       507    507102     0     1    1      1     0   
 967       507    507102     0     1    1      4     1   
 968       507    507102     0     1    2      3     1   
 969       507    507102     0     1    4      3     1   
 970       507    507102     0     1    1      4     1   
 971       507    507102     0     1    0      1     0   
 972       507    507102     0     1    2      3     1   
 973       507    507102     0     1    1      3     1   
 974       507    507102     0     1    1      2     0   
 975       507    507102     0     1    1      1     0   
 976       507    507102     0     1    1      5     1   
 977       507    507102     0     1    1      1     0   
 978       507    507103     0     1    1      5     1   
 979       507    507103     0     1    1      0     0   
 980       507    507103     0     1    3      2     0   
 981       507    507103     0     1    0      5     1   
 982       507    507103     0     1    3      2     0   
 983       507    507103     0     1    2      1     0   
 984       507    507103     0     1    0      0     0   
 985       507    507103     0     1    1      2     0   
 986       507    507103     0     1    3      3     1   
 987       507    507103     0     1    2      3     1   
 988       507    507103     0     1    4      2     0   
 989       507    507104     0     1    2      3     1   
 990       507    507104     0     1    1      1     0   
 991       507    507104     0     1    1      3     1   
 992       507    507104     0     1    0      1     0   
 993       507    507104     0     1    3      3     1   
 994       507    507104     0     1    0      1     0   
 995       507    507105     0     1    0      1     0   
 996       507    507105     0     1    2      5     1   
 997       507    507105     0     1    2      1     0   
 998       507    507105     0     1    1      2     0   
 999       507    507105     0     1    4      2     0   
1000       507    507105     0     1    2      3     1   
1001       507    507105     0     1    1      2     0   
1002       507    507105     0     1    1      0     0   
1003       507    507105     0     1    5      0     0   
1004       507    507105     0     1    4      2     0   
1005       507    507105     0     1    2      5     1   
1006       507    507105     0     1    1      1     0   
1007       507    507105     0     1    3      0     0   
1008       507    507105     0     1    5      2     0   
1009       507    507105     0     1    3      4     1   
1010       507    507105     0     1    1      4     1   
1011       507    507105     0     1    2      1     0   
1012       507    507105     0     1    1      2     0   
1013       507    507105     0     1    2      2     0   
1014       507    507105     0     1    3      1     0   
1015       507    507105     0     1    1      1     0   
1016       507    507105     0     1    4      2     0   
1017       507    507106     0     1    2      1     0   
1018       507    507106     0     1    4      3     1   
1019       507    507106     0     1    1      2     0   
1020       507    507106     0     1    2      1     0   
1021       507    507107     0     1    2      3     1   
1022       507    507107     0     1    1      0     0   
1023       507    507107     0     1    2      1     0   
1024       507    507107     0     1    1      3     1   
1025       507    507107     0     1    1      2     0   
1026       507    507107     0     1    3      4     1   
1027       507    507107     0     1    1      2     0   
1028       508    508101     0     1    1      3     1   
1029       508    508101     0     1    4      3     1   
1030       508    508101     0     1    1      2     0   
1031       508    508101     0     1    5      5     1   
1032       508    508101     0     1    1      4     1   
1033       508    508101     0     1    3      3     1   
1034       508    508101     0     1    3      2     0   
1035       508    508101     0     1    3      3     1   
1036       508    508101     0     1    0      1     0   
1037       508    508101     0     1    1      0     0   
1038       508    508101     0     1    1      2     0   
1039       508    508101     0     1    4      3     1   
1040       508    508101     0     1    3      2     0   
1041       508    508101     0     1    2      2     0   
1042       508    508101     0     1    2      3     1   
1043       508    508101     0     1    3      3     1   
1044       508    508101     0     1    4      4     1   
1045       508    508101     0     1    4      3     1   
1046       508    508101     0     1    3      3     1   
1047       508    508101     0     1    3      4     1   
1048       508    508101     0     1    3      7     1   
1049       508    508101     0     1    3      2     0   
1050       508    508102     0     1    3      4     1   
1051       508    508102     0     1    1      2     0   
1052       508    508102     0     1    5      4     1   
1053       508    508102     0     1    2      3     1   
1054       508    508102     0     1    4      1     0   
1055       508    508102     0     1    2      4     1   
1056       508    508102     0     1    2      3     1   
1057       508    508102     0     1    4      4     1   
1058       508    508102     0     1    5      7     1   
1059       508    508102     0     1    3      4     1   
1060       508    508102     0     1    4      3     1   
1061       508    508102     0     1    3      3     1   
1062       508    508102     0     1    2      3     1   
1063       508    508102     0     1    2      5     1   
1064       508    508102     0     1    2      2     0   
1065       508    508102     0     1    3      3     1   
1066       508    508102     0     1    1      1     0   
1067       508    508102     0     1    1      3     1   
1068       508    508103     0     1    4      5     1   
1069       508    508103     0     1    3      3     1   
1070       508    508103     0     1    1      2     0   
1071       508    508103     0     1    3      3     1   
1072       508    508103     0     1    3      6     1   
1073       508    508103     0     1    5      6     1   
1074       508    508103     0     1    2      4     1   
1075       508    508103     0     1    4      3     1   
1076       508    508103     0     1    4      5     1   
1077       508    508103     0     1    3      2     0   
1078       508    508103     0     1    3      1     0   
1079       508    508103     0     1    3      1     0   
1080       508    508103     0     1    5      3     1   
1081       508    508103     0     1    3      4     1   
1082       508    508103     0     1    3      2     0   
1083       508    508103     0     1    2      3     1   
1084       508    508103     0     1    1      1     0   
1085       508    508103     0     1    4      2     0   
1086       508    508103     0     1    2      4     1   
1087       508    508103     0     1    2      1     0   
1088       508    508103     0     1    3      4     1   
1089       508    508103     0     1    1      1     0   
1090       508    508103     0     1    2      2     0   
1091       508    508104     0     1    2      0     0   
1092       508    508104     0     1    2      3     1   
1093       508    508104     0     1    2      4     1   
1094       508    508104     0     1    2      4     1   
1095       508    508104     0     1    1      2     0   
1096       508    508104     0     1    4      5     1   
1097       508    508104     0     1    1      2     0   
1098       508    508104     0     1    4      5     1   
1099       508    508104     0     1    4      5     1   
1100       508    508104     0     1    4      5     1   
1101       508    508104     0     1    3      3     1   
1102       508    508104     0     1    4      2     0   
1103       508    508104     0     1    0      2     0   
1104       508    508104     0     1    4      4     1   
1105       508    508104     0     1    2      5     1   
1106       508    508104     0     1    4      2     0   
1107       508    508104     0     1    3      6     1   
1108       508    508104     0     1    3      2     0   
1109       508    508104     0     1    2      2     0   
1110       509    509101     1     0    2      3     1   
1111       509    509101     1     0    0      1     0   
1112       509    509101     1     0    2      2     0   
1113       509    509101     1     0    1      5     1   
1114       509    509101     1     0    3      2     0   
1115       509    509101     1     0    4      2     0   
1116       509    509101     1     0    3      4     1   
1117       509    509101     1     0    2      3     1   
1118       509    509101     1     0    2      3     1   
1119       509    509101     1     0    2      2     0   
1120       509    509101     1     0    1      3     1   
1121       509    509101     1     0    0      3     1   
1122       509    509101     1     0    1      2     0   
1123       509    509101     1     0    2      3     1   
1124       509    509102     1     0    1      4     1   
1125       509    509102     1     0    0      3     1   
1126       509    509102     1     0    0      1     0   
1127       509    509102     1     0    4      5     1   
1128       509    509102     1     0    5      5     1   
1129       509    509103     1     0    1      3     1   
1130       509    509103     1     0    2      0     0   
1131       509    509103     1     0    2      2     0   
1132       509    509103     1     0    1      1     0   
1133       509    509103     1     0    1      2     0   
1134       509    509103     1     0    0      2     0   
1135       509    509103     1     0    3      2     0   
1136       509    509103     1     0    0      1     0   
1137       509    509103     1     0    1      1     0   
1138       509    509103     1     0    4      0     0   
1139       509    509103     1     0    0      4     1   
1140       509    509103     1     0    2      1     0   
1141       509    509103     1     0    2      3     1   
1142       509    509103     1     0    2      1     0   
1143       509    509104     1     0    2      3     1   
1144       509    509104     1     0    0      5     1   
1145       509    509104     1     0    2      2     0   
1146       509    509104     1     0    2      4     1   
1147       509    509104     1     0    3      4     1   
1148       509    509104     1     0    1      3     1   
1149       509    509104     1     0    2      3     1   
1150       509    509104     1     0    1      3     1   
1151       509    509104     1     0    1      3     1   
1152       509    509104     1     0    0      3     1   
1153       509    509104     1     0    2      2     0   
1154       509    509104     1     0    3      3     1   
1155       509    509104     1     0    3      4     1   
1156       509    509104     1     0    4      3     1   
1157       509    509104     1     0    2      0     0   
1158       509    509104     1     0    2      3     1   
1159       509    509104     1     0    2      4     1   
1160       509    509104     1     0    0      3     1   
1161       509    509104     1     0    4      4     1   
1162       509    509104     1     0    1      3     1   
1163       509    509104     1     0    3      4     1   
1164       509    509104     1     0    2      3     1   
1165       509    509104     1     0    2      2     0   
1166       509    509104     1     0    0      1     0   
1167       509    509104     1     0    0      1     0   
1168       509    509104     1     0    3      5     1   
1169       509    509104     1     0    1      3     1   
1170       509    509104     1     0    2      3     1   
1171       509    509105     1     0    1      4     1   
1172       509    509105     1     0    2      3     1   
1173       509    509105     1     0    1      1     0   
1174       509    509105     1     0    2      1     0   
1175       509    509105     1     0    2      1     0   
1176       509    509105     1     0    1      3     1   
1177       509    509105     1     0    2      3     1   
1178       509    509105     1     0    2      3     1   
1179       509    509105     1     0    0      2     0   
1180       509    509105     1     0    3      5     1   
1181       509    509105     1     0    2      4     1   
1182       509    509105     1     0    2      2     0   
1183       509    509105     1     0    2      2     0   
1184       509    509105     1     0    0      1     0   
1185       509    509105     1     0    1      4     1   
1186       509    509106     1     0    2      1     0   
1187       509    509106     1     0    4      5     1   
1188       509    509106     1     0    1      3     1   
1189       509    509106     1     0    2      2     0   
1190       509    509106     1     0    3      2     0   
1191       509    509106     1     0    2      2     0   
1192       509    509106     1     0    5      6     1   
1193       509    509106     1     0    2      3     1   
1194       509    509106     1     0    2      4     1   
1195       509    509106     1     0    3      3     1   
1196       509    509106     1     0    0      2     0   
1197       509    509106     1     0    1      3     1   
1198       509    509106     1     0    1      3     1   
1199       509    509106     1     0    1      4     1   
1200       509    509106     1     0    1      4     1   
1201       509    509107     1     0    3      3     1   
1202       509    509107     1     0    5      3     1   
1203       509    509107     1     0    3      5     1   
1204       509    509107     1     0    1      4     1   
1205       509    509107     1     0    1      2     0   
1206       509    509107     1     0    2      3     1   
1207       509    509107     1     0    4      3     1   
1208       509    509107     1     0    1      2     0   
1209       509    509107     1     0    0      1     0   
1210       509    509107     1     0    1      2     0   
1211       509    509107     1     0    1      4     1   
1212       509    509108     1     0    0      2     0   
1213       509    509108     1     0    2      2     0   
1214       509    509108     1     0    2      1     0   
1215       509    509108     1     0    1      5     1   
1216       509    509108     1     0    2      2     0   
1217       509    509108     1     0    3      3     1   
1218       509    509108     1     0    2      2     0   
1219       509    509108     1     0    1      3     1   
1220       509    509108     1     0    1      1     0   
1221       509    509108     1     0    1      2     0   
1222       509    509108     1     0    2      6     1   
1223       509    509108     1     0    1      1     0   
1224       510    510101     1     0    3      2     0   
1225       510    510101     1     0    1      2     0   
1226       510    510101     1     0    2      2     0   
1227       510    510101     1     0    2      1     0   
1228       510    510101     1     0    4      2     0   
1229       510    510101     1     0    3      2     0   
1230       510    510101     1     0    2      5     1   
1231       510    510101     1     0    1      1     0   
1232       510    510101     1     0    1      2     0   
1233       510    510101     1     0    2      4     1   
1234       510    510101     1     0    1      6     1   
1235       510    510102     1     0    2      5     1   
1236       510    510102     1     0    1      2     0   
1237       510    510102     1     0    2      2     0   
1238       510    510102     1     0    4      4     1   
1239       510    510102     1     0    3      1     0   
1240       510    510102     1     0    3      4     1   
1241       510    510102     1     0    2      0     0   
1242       510    510102     1     0    4      4     1   
1243       510    510102     1     0    3      4     1   
1244       510    510102     1     0    1      5     1   
1245       510    510102     1     0    3      4     1   
1246       510    510103     1     0    3      4     1   
1247       510    510103     1     0    3      5     1   
1248       510    510103     1     0    0      3     1   
1249       510    510103     1     0    3      4     1   
1250       510    510103     1     0    4      5     1   
1251       510    510103     1     0    1      0     0   
1252       510    510103     1     0    1      1     0   
1253       510    510103     1     0    3      5     1   
1254       510    510103     1     0    2      3     1   
1255       510    510103     1     0    1      2     0   
1256       510    510103     1     0    3      2     0   
1257       510    510103     1     0    0      1     0   
1258       510    510103     1     0    3      1     0   
1259       510    510103     1     0    1      1     0   
1260       510    510103     1     0    1      1     0   
1261       510    510104     1     0    0      1     0   
1262       510    510104     1     0    3      3     1   
1263       510    510104     1     0    3      5     1   
1264       510    510104     1     0    1      4     1   
1265       510    510104     1     0    2      4     1   
1266       510    510104     1     0    3      0     0   
1267       510    510104     1     0    0      2     0   
1268       510    510104     1     0    2      2     0   
1269       510    510104     1     0    1      1     0   
1270       510    510104     1     0    4      4     1   
1271       510    510104     1     0    3      1     0   
1272       510    510104     1     0    3      3     1   
1273       510    510104     1     0    3      1     0   
1274       510    510104     1     0    5      4     1   
1275       510    510104     1     0    2      3     1   
1276       510    510104     1     0    2      6     1   
1277       510    510104     1     0    3      3     1   
1278       510    510105     1     0    3      2     0   
1279       510    510105     1     0    2      2     0   
1280       510    510105     1     0    1      4     1   
1281       510    510105     1     0    2      3     1   
1282       510    510105     1     0    2      3     1   
1283       510    510105     1     0    0      4     1   
1284       510    510105     1     0    2      2     0   
1285       510    510105     1     0    2      6     1   
1286       510    510105     1     0    2      6     1   
1287       510    510105     1     0    2      5     1   
1288       510    510105     1     0    2      2     0   
1289       510    510105     1     0    1      2     0   
1290       510    510105     1     0    4      5     1   
1291       510    510105     1     0    5      6     1   
1292       510    510105     1     0    2      1     0   
1293       510    510105     1     0    3      3     1   
1294       510    510105     1     0    2      2     0   
1295       510    510105     1     0    2      4     1   
1296       510    510105     1     0    2      0     0   
1297       510    510105     1     0    1      4     1   
1298       510    510105     1     0    5      5     1   
1299       510    510105     1     0    4      4     1   
1300       510    510105     1     0    3      4     1   
1301       510    510105     1     0    2      4     1   
1302       510    510106     1     0    2      4     1   
1303       510    510106     1     0    1      1     0   
1304       510    510106     1     0    4      4     1   
1305       510    510106     1     0    3      3     1   
1306       510    510106     1     0    2      3     1   
1307       510    510106     1     0    2      3     1   
1308       510    510106     1     0    2      3     1   
1309       510    510106     1     0    3      5     1   
1310       510    510106     1     0    1      2     0   
1311       510    510106     1     0    2      3     1   
1312       510    510106     1     0    5      6     1   
1313       510    510106     1     0    1      3     1   
1314       510    510106     1     0    4      5     1   
1315       510    510106     1     0    4      4     1   
1316       510    510106     1     0    4      3     1   
1317       510    510106     1     0    2      2     0   
1318       510    510106     1     0    0      3     1   
1319       510    510106     1     0    2      3     1   
1320       510    510106     1     0    2      4     1   
1321       510    510106     1     0    3      1     0   
1322       510    510107     1     0    2      4     1   
1323       510    510107     1     0    1      1     0   
1324       510    510107     1     0    5      6     1   
1325       510    510107     1     0    2      3     1   
1326       510    510107     1     0    3      3     1   
1327       510    510107     1     0    1      5     1   
1328       510    510107     1     0    3      1     0   
1329       510    510107     1     0    0      1     0   
1330       510    510107     1     0    1      4     1   
1331       510    510107     1     0    1      4     1   
1332       510    510107     1     0    1      1     0   
1333       510    510107     1     0    4      4     1   
1334       510    510107     1     0    1      4     1   
1335       510    510107     1     0    3      4     1   
1336       510    510107     1     0    1      6     1   
1337       513    513101     0     0    1      2     0   
1338       513    513101     0     0    1      0     0   
1339       513    513101     0     0    3      4     1   
1340       513    513101     0     0    2      1     0   
1341       513    513101     0     0    3      3     1   
1342       513    513101     0     0    1      2     0   
1343       513    513102     0     0    3      1     0   
1344       513    513102     0     0    4      2     0   
1345       513    513102     0     0    3      1     0   
1346       513    513102     0     0    1      3     1   
1347       513    513102     0     0    1      2     0   
1348       513    513102     0     0    3      2     0   
1349       513    513102     0     0    3      1     0   
1350       513    513102     0     0    0      1     0   
1351       513    513103     0     0    3      3     1   
1352       513    513103     0     0    1      2     0   
1353       513    513103     0     0    1      2     0   
1354       513    513103     0     0    1      2     0   
1355       513    513103     0     0    0      2     0   
1356       513    513103     0     0    1      2     0   
1357       513    513103     0     0    1      1     0   
1358       513    513103     0     0    1      1     0   
1359       513    513103     0     0    4      1     0   
1360       513    513103     0     0    1      4     1   
1361       513    513103     0     0    3      2     0   
1362       513    513103     0     0    3      2     0   
1363       513    513103     0     0    3      2     0   
1364       513    513103     0     0    2      0     0   
1365       513    513104     0     0    1      2     0   
1366       513    513104     0     0    2      2     0   
1367       513    513104     0     0    0      1     0   
1368       513    513104     0     0    3      3     1   
1369       513    513104     0     0    3      3     1   
1370       514    514101     1     1    3      3     1   
1371       514    514101     1     1    3      3     1   
1372       514    514101     1     1    1      4     1   
1373       514    514101     1     1    2      3     1   
1374       514    514101     1     1    2      3     1   
1375       514    514101     1     1    1      4     1   
1376       514    514101     1     1    3      2     0   
1377       514    514101     1     1    2      3     1   
1378       514    514101     1     1    2      4     1   
1379       514    514101     1     1    1      2     0   
1380       514    514101     1     1    3      2     0   
1381       514    514102     1     1    1      1     0   
1382       514    514102     1     1    2      1     0   
1383       514    514102     1     1    1      5     1   
1384       514    514102     1     1    1      2     0   
1385       514    514102     1     1    2      3     1   
1386       514    514102     1     1    2      3     1   
1387       514    514102     1     1    1      4     1   
1388       514    514102     1     1    1      2     0   
1389       514    514102     1     1    2      4     1   
1390       514    514103     1     1    1      3     1   
1391       514    514103     1     1    2      3     1   
1392       514    514103     1     1    2      4     1   
1393       514    514103     1     1    3      4     1   
1394       514    514103     1     1    0      4     1   
1395       514    514103     1     1    1      2     0   
1396       514    514103     1     1    0      0     0   
1397       514    514103     1     1    1      3     1   
1398       514    514103     1     1    3      2     0   
1399       514    514103     1     1    2      3     1   
1400       514    514103     1     1    3      1     0   
1401       514    514103     1     1    1      2     0   
1402       514    514103     1     1    3      1     0   
1403       514    514103     1     1    1      3     1   
1404       514    514103     1     1    1      2     0   
1405       514    514103     1     1    3      3     1   
1406       514    514103     1     1    0      1     0   
1407       514    514104     1     1    2      3     1   
1408       514    514104     1     1    2      0     0   
1409       514    514104     1     1    3      3     1   
1410       514    514104     1     1    3      2     0   
1411       514    514104     1     1    3      3     1   
1412       514    514104     1     1    2      1     0   
1413       514    514104     1     1    1      1     0   
1414       514    514104     1     1    0      2     0   
1415       514    514104     1     1    1      2     0   
1416       514    514104     1     1    3      3     1   
1417       514    514104     1     1    1      5     1   
1418       514    514104     1     1    0      2     0   
1419       514    514104     1     1    1      3     1   
1420       514    514104     1     1    4      7     1   
1421       514    514105     1     1    0      3     1   
1422       514    514105     1     1    0      2     0   
1423       514    514105     1     1    4      6     1   
1424       514    514105     1     1    3      5     1   
1425       514    514105     1     1    2      4     1   
1426       514    514105     1     1    1      4     1   
1427       514    514105     1     1    4      3     1   
1428       514    514105     1     1    2      4     1   
1429       514    514105     1     1    2      2     0   
1430       514    514105     1     1    1      4     1   
1431       514    514105     1     1    1      4     1   
1432       514    514106     1     1    2      1     0   
1433       514    514106     1     1    0      1     0   
1434       514    514106     1     1    1      4     1   
1435       514    514106     1     1    1      3     1   
1436       514    514106     1     1    4      4     1   
1437       514    514106     1     1    1      3     1   
1438       514    514106     1     1    0      3     1   
1439       514    514106     1     1    0      6     1   
1440       514    514106     1     1    3      2     0   
1441       514    514106     1     1    1      3     1   
1442       514    514106     1     1    1      1     0   
1443       514    514106     1     1    3      6     1   
1444       514    514106     1     1    2      3     1   
1445       514    514106     1     1    1      3     1   
1446       514    514106     1     1    1      1     0   
1447       514    514106     1     1    3      2     0   
1448       514    514106     1     1    4      4     1   
1449       514    514107     1     1    1      4     1   
1450       514    514107     1     1    3      3     1   
1451       514    514107     1     1    2      4     1   
1452       514    514107     1     1    2      2     0   
1453       514    514107     1     1    1      3     1   
1454       514    514107     1     1    3      5     1   
1455       514    514107     1     1    1      3     1   
1456       514    514107     1     1    1      4     1   
1457       514    514107     1     1    3      3     1   
1458       514    514107     1     1    1      2     0   
1459       514    514107     1     1    4      2     0   
1460       514    514107     1     1    4      2     0   
1461       514    514107     1     1    6      5     1   
1462       514    514107     1     1    4      2     0   
1463       514    514107     1     1    4      4     1   
1464       515    515101     0     0    4      2     0   
1465       515    515101     0     0    1      2     0   
1466       515    515101     0     0    1      1     0   
1467       515    515101     0     0    2      4     1   
1468       515    515101     0     0    3      3     1   
1469       515    515101     0     0    2      3     1   
